date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,year,month,year_month,net_income
2019-04-01,1333,1947.27,4457.39,0.26,2997.07,normal,669,0.46,687.79,596.46,8,396.93,25,0,162.89,2171.38,salary,1060.91,insurance,positive,76.4,high,0.0,0,2019,4,2019-04,-2510.1200000000003
2019-05-01,1608,2918.58,1340.14,0.32,2849.76,normal,657,0.35,534.33,385.09,5,686.51,59,0,342.52,2141.52,salary,1094.19,insurance,negative,74.7,high,1578.44,0,2019,5,2019-05,1578.4399999999998
2019-05-31,1527,4743.64,3230.18,0.3,3444.56,normal,759,0.59,447.11,95.44,7,210.13,49,0,338.95,2888.98,salary,1055.09,insurance,positive,91.4,low,1513.46,0,2019,5,2019-05,1513.4600000000005
2019-06-30,1461,2598.15,3477.97,0.25,3019.66,normal,666,0.48,450.99,752.74,6,435.09,94,0,679.7,2740.24,salary,1321.52,utilities,positive,64.3,medium,0.0,0,2019,6,2019-06,-879.8199999999997
2019-07-30,1905,3482.5,2302.83,0.33,2970.08,normal,630,0.15,704.13,321.0,2,683.01,60,0,116.82,2021.61,mixed,1423.22,investments,neutral,90.1,medium,1179.67,0,2019,7,2019-07,1179.67
2019-08-29,1925,4313.75,2613.77,0.33,2414.02,normal,616,0.27,459.07,544.2,5,757.58,45,0,1007.33,2905.84,salary,1846.99,rent,positive,43.3,medium,1699.98,0,2019,8,2019-08,1699.98
2019-09-28,1120,2413.74,2468.21,0.36,1868.91,normal,728,0.23,775.44,391.76,8,1205.19,60,0,309.67,2016.58,salary,1710.16,transportation,positive,6.3,high,0.0,0,2019,9,2019-09,-54.470000000000255
2019-10-28,1942,3351.95,2206.76,0.16,3223.23,normal,731,0.33,615.16,369.66,7,1342.36,57,0,795.63,1842.64,salary,916.09,insurance,positive,51.2,medium,1145.19,0,2019,10,2019-10,1145.1899999999996
2019-11-27,1061,4724.31,3619.56,0.06,2612.59,normal,622,0.53,477.56,610.37,7,557.75,66,0,457.14,2159.52,salary,1127.59,entertainment,positive,31.0,low,1104.75,0,2019,11,2019-11,1104.7500000000005
2019-12-27,1857,4744.74,2737.26,0.08,2829.23,normal,734,0.44,473.71,815.78,8,295.45,64,0,490.81,1374.36,mixed,1535.78,transportation,positive,46.9,high,2007.48,0,2019,12,2019-12,2007.4799999999996
2020-01-26,1178,4019.61,3348.09,0.09,2223.5,inflation,662,0.44,361.59,39.16,6,1207.1,27,0,373.47,2248.86,salary,591.0,dining out,neutral,93.2,low,671.52,0,2020,1,2020-01,671.52
2020-02-25,1563,3366.47,4182.38,0.31,1874.76,normal,738,0.48,591.37,201.73,5,841.57,34,0,720.15,2563.36,salary,2133.36,education,neutral,21.4,medium,0.0,0,2020,2,2020-02,-815.9100000000003
2020-03-26,1788,4236.25,1861.05,0.31,3863.63,recession,661,0.3,375.76,115.31,1,588.55,80,0,388.07,2759.05,mixed,1059.87,rent,positive,95.1,medium,2375.2,0,2020,3,2020-03,2375.2
2020-04-25,1759,3391.04,4857.85,0.37,3028.27,inflation,726,0.17,420.55,748.4,2,1696.56,83,0,879.56,1430.28,salary,1914.63,healthcare,neutral,5.9,low,0.0,0,2020,4,2020-04,-1466.8100000000004
2020-05-25,1718,2598.82,2864.59,0.13,2660.26,inflation,671,0.11,758.38,0.0,1,447.74,32,0,866.5,1636.85,freelance,1055.44,education,negative,83.2,low,0.0,0,2020,5,2020-05,-265.77
2020-06-24,1250,3511.52,3264.87,0.3,2937.08,recession,665,0.27,37.48,696.03,2,1044.62,22,0,752.48,2461.02,freelance,658.9,healthcare,positive,31.2,low,246.65,0,2020,6,2020-06,246.6500000000001
2020-07-24,1671,3735.72,3341.88,0.23,2812.9,recession,674,0.4,572.46,298.72,6,951.49,82,0,310.85,1917.47,salary,1430.52,insurance,positive,90.5,low,393.84,0,2020,7,2020-07,393.8399999999997
2020-08-23,1224,2829.98,2944.6,0.29,3228.37,inflation,695,0.41,558.19,254.35,7,808.29,52,0,534.4,1254.88,salary,1527.49,rent,positive,56.4,medium,0.0,0,2020,8,2020-08,-114.61999999999989
2020-09-22,1947,2249.7,3320.08,0.36,2595.9,recession,644,0.45,563.4,393.77,4,1159.91,79,0,740.21,2155.4,freelance,1587.66,utilities,neutral,28.4,low,0.0,0,2020,9,2020-09,-1070.38
2020-10-22,1538,5275.13,2932.46,0.31,3945.1,normal,661,0.4,743.21,264.15,9,766.96,87,0,284.43,1907.7,salary,1290.68,utilities,positive,9.8,low,2342.67,0,2020,10,2020-10,2342.67
2020-11-21,1070,5822.68,3179.36,0.21,3325.13,recession,628,0.2,507.93,29.11,1,761.82,54,0,339.71,1000.0,salary,970.58,groceries,positive,93.4,low,2643.32,0,2020,11,2020-11,2643.32
2020-12-21,1568,2841.36,2155.87,0.26,2378.99,normal,786,0.36,441.54,0.0,1,745.31,43,0,839.27,1766.43,freelance,1259.7,healthcare,neutral,52.7,low,685.49,0,2020,12,2020-12,685.4900000000002
2021-01-20,1561,5173.36,1901.57,0.26,2810.5,inflation,720,0.46,253.85,347.42,5,912.0,77,0,799.8,1000.0,salary,958.44,entertainment,positive,56.6,high,3271.79,1,2021,1,2021-01,3271.79
2021-02-19,1726,3916.1,3321.43,0.12,3274.45,normal,598,0.28,369.36,275.25,1,2192.03,75,0,657.48,3000.99,salary,911.81,dining out,positive,64.8,high,594.67,0,2021,2,2021-02,594.6700000000001
2021-03-21,1109,4870.59,3461.87,0.22,2200.37,inflation,643,0.25,371.28,380.98,3,448.36,81,0,254.78,1622.42,salary,1256.79,entertainment,positive,15.9,low,1408.72,0,2021,3,2021-03,1408.7200000000003
2021-04-20,1532,3192.65,2536.07,0.15,3016.3,recession,629,0.28,428.2,110.83,4,1500.46,68,0,397.23,2430.85,salary,1639.1,education,neutral,28.1,medium,656.58,0,2021,4,2021-04,656.5799999999999
2021-05-20,1433,4364.93,2068.6,0.32,2835.57,normal,630,0.18,524.35,0.0,8,1337.57,47,0,773.77,2679.95,salary,1535.82,transportation,positive,18.9,low,2296.33,0,2021,5,2021-05,2296.3300000000004
2021-06-19,1469,4424.01,3273.45,0.39,2313.13,normal,734,0.41,399.9,448.44,6,1072.04,51,0,688.96,1000.0,salary,1040.46,investments,neutral,42.1,low,1150.56,0,2021,6,2021-06,1150.5600000000004
2021-07-19,1942,3950.61,4145.59,0.08,3392.67,inflation,717,0.22,656.13,94.21,4,972.52,37,0,348.13,1725.78,salary,1722.81,entertainment,positive,40.4,high,0.0,0,2021,7,2021-07,-194.98000000000002
2021-08-18,1191,3552.09,2608.6,0.31,2597.95,normal,674,0.16,537.44,352.15,1,1932.91,22,0,536.73,3491.05,salary,547.59,dining out,neutral,94.8,low,943.49,0,2021,8,2021-08,943.4900000000002
2021-09-17,1975,3780.84,2435.75,0.4,2923.72,normal,639,0.25,452.79,577.32,3,244.24,38,0,474.94,2171.6,mixed,1811.64,investments,neutral,14.4,medium,1345.09,0,2021,9,2021-09,1345.0900000000001
2021-10-17,1611,4348.0,2301.0,0.16,2533.29,normal,714,0.39,210.95,335.33,4,976.95,79,0,818.7,2833.09,salary,1248.21,insurance,neutral,13.0,medium,2047.0,0,2021,10,2021-10,2047.0
2021-11-16,1869,4451.58,2430.48,0.13,3152.31,recession,826,0.2,600.37,799.51,3,1704.66,45,0,456.41,2881.27,salary,1268.71,healthcare,positive,45.9,medium,2021.1,0,2021,11,2021-11,2021.1
2021-12-16,1247,4514.39,2230.66,0.17,2506.81,normal,589,0.36,811.28,83.75,3,957.85,81,0,669.9,2321.88,salary,1666.56,groceries,positive,72.0,medium,2283.73,0,2021,12,2021-12,2283.7300000000005
2022-01-15,1117,4224.96,2896.18,0.23,3389.0,recession,590,0.39,478.88,113.33,4,632.33,93,0,748.45,1618.49,salary,647.79,dining out,positive,13.9,low,1328.78,0,2022,1,2022-01,1328.7800000000002
2022-02-14,1401,3522.96,3828.39,0.05,3072.32,inflation,682,0.36,279.02,298.87,8,1881.79,45,0,302.61,1994.3,salary,1237.43,investments,positive,61.9,low,0.0,0,2022,2,2022-02,-305.42999999999984
2022-03-16,1805,5599.7,2721.35,0.34,2719.29,recession,523,0.15,586.9,1049.32,5,0.0,81,0,547.21,1000.0,mixed,999.3,dining out,positive,82.8,high,2878.35,1,2022,3,2022-03,2878.35
2022-04-15,1808,4148.47,3669.69,0.36,2487.54,inflation,720,0.32,369.29,45.38,8,2083.31,46,0,814.04,2672.96,salary,1480.44,dining out,negative,91.5,low,478.78,0,2022,4,2022-04,478.7800000000002
2022-05-15,1733,5173.72,3570.01,0.37,2631.98,normal,650,0.47,695.4,412.01,5,817.05,50,0,604.38,2388.88,salary,1071.56,healthcare,positive,44.7,low,1603.71,0,2022,5,2022-05,1603.71
2022-06-14,1856,878.47,3711.08,0.12,2918.12,recession,694,0.29,766.45,451.01,4,1628.87,25,0,585.98,1678.89,salary,1729.85,utilities,positive,5.7,low,0.0,0,2022,6,2022-06,-2832.6099999999997
2022-07-14,1317,5784.09,3430.15,0.17,3111.91,normal,721,0.39,708.76,773.55,1,1764.62,74,0,609.4,2013.63,salary,1291.04,healthcare,neutral,78.2,low,2353.94,0,2022,7,2022-07,2353.94
2022-08-13,1491,3598.39,3003.42,0.14,2793.03,normal,652,0.5,594.12,602.97,3,920.91,44,0,397.14,1625.5,mixed,1770.26,dining out,positive,50.4,low,594.97,0,2022,8,2022-08,594.9699999999998
2022-09-12,1643,3751.22,4491.63,0.14,3562.7,normal,672,0.48,210.01,391.71,5,1726.02,25,0,357.57,1613.11,salary,583.68,groceries,negative,78.4,low,0.0,0,2022,9,2022-09,-740.4100000000003
2022-10-12,1865,4018.19,2347.54,0.36,3538.24,inflation,723,0.44,321.21,559.82,5,811.69,20,0,792.24,2164.37,freelance,300.0,entertainment,positive,39.6,low,1670.65,0,2022,10,2022-10,1670.65
2022-11-11,1194,4405.6,2086.74,0.25,3067.48,inflation,667,0.31,690.36,291.7,2,1254.99,78,0,604.26,1317.03,freelance,1402.39,transportation,negative,42.6,low,2318.86,0,2022,11,2022-11,2318.8600000000006
2022-12-11,1889,3988.46,4850.38,0.23,3107.88,normal,726,0.39,503.97,513.48,2,997.14,38,0,98.36,2494.41,salary,962.58,healthcare,negative,43.7,low,0.0,0,2022,12,2022-12,-861.9200000000001
2023-01-10,1760,2349.1,3478.14,0.24,3023.22,normal,741,0.6,547.97,478.93,1,1723.6,88,0,797.64,2166.48,salary,1041.19,rent,neutral,34.4,medium,0.0,0,2023,1,2023-01,-1129.04
2023-02-09,1845,3384.49,3124.1,0.08,2997.07,normal,611,0.19,297.28,279.95,3,625.08,66,1,525.95,1865.02,salary,1226.57,transportation,negative,36.4,low,260.39,0,2023,2,2023-02,260.3899999999999
2023-03-11,1300,2772.8,3557.14,0.36,3356.31,normal,640,0.47,363.99,420.95,7,1376.08,28,0,423.83,1419.48,salary,1254.4,investments,positive,12.9,low,0.0,0,2023,3,2023-03,-784.3399999999997
2023-04-10,1942,3791.64,3048.59,0.29,3367.34,normal,665,0.12,436.53,255.32,1,727.69,98,0,492.46,2540.57,mixed,1586.13,healthcare,positive,55.9,medium,743.05,0,2023,4,2023-04,743.0499999999997
2023-05-10,1639,5591.87,2156.97,0.16,2462.58,inflation,653,0.57,790.76,0.0,8,467.08,98,0,403.2,3084.99,salary,1334.98,insurance,positive,42.1,high,3434.9,1,2023,5,2023-05,3434.9
2023-06-09,1722,5463.62,2816.29,0.25,2446.48,normal,739,0.46,580.65,220.9,5,1519.15,86,0,842.28,2560.7,freelance,1018.91,rent,neutral,44.1,low,2647.33,1,2023,6,2023-06,2647.33
2023-07-09,1351,5500.56,2501.94,0.34,3216.31,normal,678,0.17,131.92,0.0,1,479.11,41,0,416.96,1793.33,salary,739.18,dining out,positive,49.5,low,2998.62,0,2023,7,2023-07,2998.6200000000003
2023-08-08,1680,4786.28,2579.17,0.24,3106.51,normal,689,0.13,697.21,728.56,7,1494.09,40,0,786.79,3247.95,mixed,1074.03,transportation,positive,45.6,low,2207.11,0,2023,8,2023-08,2207.1099999999997
2023-09-07,1432,3035.68,2846.88,0.4,2889.28,inflation,631,0.53,610.9,344.4,3,1150.27,50,0,897.23,1452.31,salary,1335.64,rent,positive,79.6,high,188.8,0,2023,9,2023-09,188.79999999999973
2023-10-07,1077,2216.99,3393.73,0.33,3273.4,recession,718,0.27,977.65,839.46,3,489.56,50,0,498.4,3829.47,salary,785.53,transportation,negative,42.4,medium,0.0,0,2023,10,2023-10,-1176.7400000000002
2023-11-06,1848,4581.92,4121.99,0.39,2635.18,normal,680,0.51,475.71,81.65,3,2116.1,81,0,300.61,2129.07,salary,1371.69,dining out,positive,28.7,high,459.93,0,2023,11,2023-11,459.9300000000003
2019-01-01,1254,2335.32,3350.56,0.06,2856.34,inflation,659,0.23,813.66,388.09,7,1200.13,31,0,624.75,2607.93,salary,1172.8,transportation,neutral,5.2,medium,0.0,0,2019,1,2019-01,-1015.2399999999998
2019-01-31,1984,4529.28,3330.63,0.21,3601.6,normal,674,0.41,497.97,415.73,8,1029.0,34,0,623.43,2072.06,salary,1605.25,entertainment,negative,35.9,low,1198.65,0,2019,1,2019-01,1198.6499999999996
2019-03-02,1810,3107.16,2657.15,0.09,2755.0,normal,675,0.37,89.65,365.92,7,1137.77,62,0,632.18,1992.41,salary,300.0,groceries,positive,37.9,low,450.01,0,2019,3,2019-03,450.00999999999976
2019-04-01,1928,4721.11,3425.31,0.21,3193.98,normal,688,0.11,335.82,256.28,6,1563.67,97,0,632.74,1726.92,salary,1487.11,dining out,positive,45.8,medium,1295.8,0,2019,4,2019-04,1295.7999999999997
2019-05-01,1229,3908.56,3196.97,0.18,3962.26,recession,807,0.18,563.12,546.06,2,1550.13,41,0,689.1,2458.84,salary,1746.55,utilities,neutral,20.2,low,711.59,0,2019,5,2019-05,711.5900000000001
2019-05-31,1320,4813.79,2222.54,0.21,3386.62,normal,645,0.19,571.44,323.59,5,378.27,38,0,493.48,3700.98,mixed,1025.64,transportation,neutral,49.6,low,2591.25,0,2019,5,2019-05,2591.25
2019-06-30,1295,3797.07,3606.88,0.39,2300.44,normal,736,0.2,382.19,903.44,1,39.23,80,0,643.59,2155.69,freelance,1728.14,dining out,positive,95.0,low,190.19,0,2019,6,2019-06,190.19000000000005
2019-07-30,1784,4018.31,1566.09,0.12,2757.69,normal,765,0.26,414.11,316.5,8,1123.86,98,0,238.58,1612.76,salary,1304.51,education,positive,3.9,medium,2452.22,0,2019,7,2019-07,2452.2200000000003
2019-08-29,1283,6187.45,3518.25,0.23,2703.76,inflation,676,0.22,733.8,443.23,6,976.4,79,0,457.05,2462.77,freelance,612.75,utilities,neutral,56.2,low,2669.2,0,2019,8,2019-08,2669.2
2019-09-28,1567,2602.7,3487.53,0.38,2589.63,normal,654,0.19,306.94,289.13,1,1684.59,34,0,236.9,1778.1,salary,1418.38,insurance,neutral,86.1,medium,0.0,0,2019,9,2019-09,-884.8300000000004
2019-10-28,1634,3970.71,4435.95,0.15,2748.72,recession,676,0.44,640.58,273.26,6,1635.22,35,0,852.02,2311.11,freelance,1355.55,entertainment,neutral,29.9,low,0.0,0,2019,10,2019-10,-465.2399999999998
2019-11-27,1800,4896.1,3404.36,0.24,2018.65,inflation,757,0.36,542.81,487.6,2,838.45,70,0,687.49,1928.02,salary,851.91,utilities,positive,65.4,high,1491.74,0,2019,11,2019-11,1491.7400000000002
2019-12-27,1108,2149.49,3535.83,0.06,3321.08,normal,662,0.58,537.2,577.28,5,442.88,93,0,337.93,1883.77,salary,904.08,utilities,negative,84.9,high,0.0,0,2019,12,2019-12,-1386.3400000000001
2020-01-26,1332,4425.12,2375.51,0.25,3099.92,normal,656,0.15,379.77,221.77,3,1568.27,53,0,861.52,2568.6,salary,798.01,rent,positive,7.9,medium,2049.61,0,2020,1,2020-01,2049.6099999999997
2020-02-25,1521,4516.16,3683.37,0.31,1824.49,inflation,685,0.23,297.37,155.75,7,1878.64,42,0,440.47,1503.34,salary,1362.81,investments,neutral,33.7,low,832.79,0,2020,2,2020-02,832.79
2020-03-26,1749,4960.36,3565.49,0.35,2418.21,recession,654,0.57,781.6,436.03,5,1351.29,25,0,289.44,3135.85,mixed,947.18,dining out,neutral,77.0,low,1394.87,0,2020,3,2020-03,1394.87
2020-04-25,1244,3579.28,3564.95,0.08,3138.08,normal,578,0.55,697.35,582.85,1,1135.29,49,0,461.58,2004.93,salary,982.64,rent,positive,73.5,low,14.33,0,2020,4,2020-04,14.330000000000382
2020-05-25,1852,4195.32,4528.08,0.06,3192.45,normal,722,0.43,789.01,436.08,2,246.74,57,0,504.13,2207.11,salary,770.82,education,negative,92.6,medium,0.0,0,2020,5,2020-05,-332.7600000000002
2020-06-24,1353,3861.33,2315.84,0.36,2977.54,recession,677,0.29,434.62,709.77,6,747.03,36,0,846.35,1453.05,salary,803.2,investments,neutral,12.7,medium,1545.49,0,2020,6,2020-06,1545.4899999999998
2020-07-24,1370,4628.51,2707.27,0.17,3734.83,inflation,661,0.22,447.31,585.0,6,246.27,49,0,910.56,2398.46,mixed,818.51,healthcare,positive,61.5,low,1921.24,0,2020,7,2020-07,1921.2400000000002
2020-08-23,1849,4985.68,3857.51,0.35,2972.64,normal,779,0.22,476.72,712.01,3,866.14,60,0,550.23,2524.21,salary,872.95,education,negative,55.3,medium,1128.17,0,2020,8,2020-08,1128.17
2020-09-22,1770,4960.6,3365.61,0.3,3305.15,normal,702,0.1,648.79,1084.24,9,975.05,25,0,629.38,2203.43,salary,1697.35,investments,neutral,7.7,low,1594.99,0,2020,9,2020-09,1594.9900000000002
2020-10-22,1971,3400.45,2751.58,0.29,3033.65,normal,767,0.51,374.47,0.0,2,941.59,39,0,798.83,2362.15,salary,1239.84,transportation,neutral,1.7,medium,648.87,0,2020,10,2020-10,648.8699999999999
2020-11-21,1439,4381.57,3102.35,0.11,3022.66,normal,628,0.52,354.83,456.38,5,914.8,39,0,953.03,1807.13,salary,1779.79,insurance,positive,76.0,low,1279.22,0,2020,11,2020-11,1279.2199999999998
2020-12-21,1045,3925.11,3033.29,0.37,2635.8,normal,612,0.1,331.05,243.98,1,1115.71,94,0,529.17,1566.64,salary,1266.81,utilities,negative,99.0,high,891.82,0,2020,12,2020-12,891.8200000000002
2021-01-20,1196,2046.45,4009.84,0.4,3060.09,normal,663,0.28,362.11,730.73,8,315.68,87,0,452.14,2178.34,salary,1651.71,transportation,positive,46.6,high,0.0,0,2021,1,2021-01,-1963.39
2021-02-19,1317,4301.87,2687.81,0.28,3167.77,normal,715,0.59,960.2,527.68,3,884.83,98,0,476.81,1884.19,salary,1060.97,rent,positive,25.0,low,1614.06,0,2021,2,2021-02,1614.06
2021-03-21,1239,4030.27,4110.0,0.08,3068.57,normal,682,0.51,519.56,369.45,6,1814.19,82,0,647.95,1579.39,salary,1138.58,utilities,positive,95.0,low,0.0,0,2021,3,2021-03,-79.73000000000002
2021-04-20,1183,4628.88,3948.03,0.21,2901.07,recession,684,0.55,721.14,455.05,2,1553.77,55,0,731.04,2352.05,salary,1376.24,education,negative,99.0,high,680.85,0,2021,4,2021-04,680.8499999999999
2021-05-20,1542,4199.72,3447.17,0.38,2524.56,recession,637,0.3,781.35,401.6,3,1139.96,53,0,586.17,1683.32,salary,977.54,groceries,negative,12.2,medium,752.55,0,2021,5,2021-05,752.5500000000002
2021-06-19,1018,3727.2,2866.51,0.34,3024.36,normal,756,0.37,715.66,651.92,2,767.64,85,0,233.62,2389.16,mixed,819.47,healthcare,negative,8.9,low,860.69,0,2021,6,2021-06,860.6899999999996
2021-07-19,1680,4566.2,2625.76,0.17,1714.73,inflation,718,0.36,698.12,302.37,3,492.93,95,0,298.67,3050.94,freelance,1011.88,insurance,neutral,58.1,high,1940.44,1,2021,7,2021-07,1940.4399999999996
2021-08-18,1715,3905.58,3644.25,0.34,2970.4,recession,742,0.56,493.53,511.12,1,1729.69,98,0,775.94,1854.28,salary,1025.89,utilities,negative,10.5,low,261.33,0,2021,8,2021-08,261.3299999999999
2021-09-17,1191,4625.76,3753.91,0.17,2701.65,recession,727,0.3,128.14,0.0,8,900.37,34,0,639.96,1946.77,salary,1224.58,entertainment,positive,50.7,low,871.85,0,2021,9,2021-09,871.8500000000004
2021-10-17,1419,4153.75,2946.18,0.37,2685.02,recession,680,0.31,577.34,482.11,4,1297.86,72,0,686.32,2952.92,freelance,1156.4,groceries,positive,81.7,high,1207.57,0,2021,10,2021-10,1207.5700000000002
2021-11-16,1287,2929.28,2062.0,0.18,3302.54,recession,769,0.35,736.25,644.58,8,1136.83,81,0,629.97,1122.05,salary,1149.32,investments,positive,92.6,low,867.28,0,2021,11,2021-11,867.2800000000002
2021-12-16,1701,2378.14,3431.58,0.09,3004.2,normal,609,0.53,0.0,201.84,8,1887.34,86,0,446.63,1822.37,salary,1372.98,groceries,neutral,63.8,high,0.0,0,2021,12,2021-12,-1053.44
2022-01-15,1528,2932.61,3926.52,0.16,2976.24,normal,714,0.18,463.01,0.0,3,534.47,60,0,261.2,2403.36,salary,955.07,education,positive,11.7,low,0.0,0,2022,1,2022-01,-993.9099999999999
2022-02-14,1271,4008.54,2737.67,0.23,2528.4,recession,629,0.15,587.48,150.28,5,1254.63,62,0,730.14,2945.52,salary,1646.5,healthcare,positive,6.2,medium,1270.87,0,2022,2,2022-02,1270.87
2022-03-16,1119,4018.94,2129.49,0.26,3067.24,normal,652,0.57,727.8,709.48,7,846.47,62,0,238.98,2600.49,salary,1007.75,groceries,positive,41.6,low,1889.45,0,2022,3,2022-03,1889.4500000000003
2022-04-15,1322,4729.29,1401.51,0.33,2655.49,normal,636,0.38,115.85,665.94,8,996.27,76,0,286.52,2161.93,salary,570.3,investments,positive,45.2,high,3327.78,1,2022,4,2022-04,3327.7799999999997
2022-05-15,1863,4371.96,2455.72,0.36,2535.29,normal,760,0.17,346.45,553.16,5,1123.53,59,0,391.69,1875.97,salary,958.13,entertainment,neutral,49.2,medium,1916.24,0,2022,5,2022-05,1916.2400000000002
2022-06-14,1510,4552.98,3002.22,0.1,2919.41,normal,657,0.41,560.19,379.79,2,427.6,20,0,964.29,2484.22,mixed,1729.39,transportation,negative,26.4,high,1550.76,0,2022,6,2022-06,1550.7599999999998
2022-07-14,1199,4745.46,2585.7,0.2,2623.14,recession,682,0.42,654.38,863.13,3,296.47,76,0,152.45,1263.81,salary,1237.81,dining out,positive,37.4,medium,2159.76,0,2022,7,2022-07,2159.76
2022-08-13,1260,4820.37,2712.34,0.07,2917.38,normal,724,0.48,340.47,221.39,8,1462.83,67,0,211.92,1714.96,salary,1695.02,dining out,negative,77.2,low,2108.03,0,2022,8,2022-08,2108.0299999999997
2022-09-12,1005,5907.23,2670.07,0.31,2905.78,normal,688,0.15,558.97,398.13,5,1354.07,64,0,658.11,2295.59,salary,1208.49,investments,negative,25.3,low,3237.16,1,2022,9,2022-09,3237.1599999999994
2022-10-12,1145,5196.78,3775.28,0.05,2880.0,inflation,704,0.21,634.59,433.45,4,1068.71,63,0,799.53,2485.54,salary,361.49,dining out,positive,32.2,low,1421.5,0,2022,10,2022-10,1421.4999999999995
2022-11-11,1391,3008.33,2707.59,0.16,2970.39,recession,662,0.52,331.77,393.5,4,573.03,27,0,528.58,2332.52,salary,1616.83,healthcare,negative,78.2,low,300.74,0,2022,11,2022-11,300.7399999999998
2022-12-11,1829,4589.2,2140.76,0.36,2019.69,inflation,682,0.46,245.8,285.51,2,921.04,58,0,666.19,2528.63,freelance,1411.3,insurance,neutral,60.2,low,2448.44,1,2022,12,2022-12,2448.4399999999996
2023-01-10,1578,4151.52,3116.6,0.22,2889.56,inflation,623,0.55,589.79,442.22,4,754.9,21,0,124.82,1781.24,salary,529.5,education,positive,23.2,medium,1034.92,0,2023,1,2023-01,1034.9200000000005
2023-02-09,1026,4517.63,2694.5,0.2,2979.15,recession,648,0.59,752.08,592.76,7,88.41,95,0,680.79,1599.26,salary,540.69,transportation,positive,30.3,low,1823.13,0,2023,2,2023-02,1823.13
2023-03-11,1329,3282.64,3340.16,0.15,3883.44,normal,737,0.6,307.81,300.92,5,719.85,25,0,523.37,2411.47,salary,1614.83,entertainment,positive,84.7,medium,0.0,0,2023,3,2023-03,-57.51999999999998
2023-04-10,1961,5793.84,3009.44,0.37,2895.1,recession,634,0.31,89.89,588.66,8,773.82,40,0,516.09,1000.0,mixed,300.0,transportation,positive,44.7,high,2784.4,0,2023,4,2023-04,2784.4
2023-05-10,1798,916.04,3094.28,0.26,2511.34,normal,680,0.18,409.43,882.13,7,1389.3,48,0,543.92,1000.0,salary,857.33,dining out,neutral,37.7,medium,0.0,0,2023,5,2023-05,-2178.2400000000002
2023-06-09,1822,3196.81,2748.36,0.24,2671.3,normal,576,0.39,425.05,341.02,7,2046.22,40,0,828.51,1608.31,salary,1166.25,groceries,neutral,12.3,medium,448.45,0,2023,6,2023-06,448.4499999999998
2023-07-09,1623,3884.77,3691.02,0.34,3562.9,recession,640,0.22,762.35,545.5,5,660.4,34,0,494.58,2567.83,salary,1713.33,healthcare,positive,16.6,low,193.75,0,2023,7,2023-07,193.75
